Probe Set ID	Gene Symbol	Gene Title	Entrez Gene
TC01000493.hg.1	MACF1	microtubule-actin crosslinking factor 1	23499
TC01000494.hg.1	KIAA0754	KIAA0754	643314
TC01000495.hg.1	BMP8A	bone morphogenetic protein 8a	353500
TC01000496.hg.1	NA	NA	NA
TC01000497.hg.1	OXCT2	3-oxoacid CoA transferase 2	64064
TC01000498.hg.1	NA	NA	NA
TC01000499.hg.1	NA	NA	NA
TC01000500.hg.1	PPIE	peptidylprolyl isomerase E (cyclophilin E)	10450
TC01000501.hg.1	NA	NA	NA
TC01000502.hg.1	NA	NA	NA
TC01000503.hg.1	MFSD2A	major facilitator superfamily domain containing 2A	84879
TC01000504.hg.1	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	10487
TC01000505.hg.1	RLF	rearranged L-myc fusion	6018
TC01000506.hg.1	NA	NA	NA
TC01000507.hg.1	TMCO2	transmembrane and coiled-coil domains 2	127391
TC01000508.hg.1	ZMPSTE24	zinc metallopeptidase (STE24 homolog, S. cerevisiae)	10269
TC01000509.hg.1	NA	NA	NA
TC01000510.hg.1	SMAP2	small ArfGAP2	64744
TC01000511.hg.1	ZNF643	zinc finger protein 643	65243
TC01000512.hg.1	ZNF642	zinc finger protein 642	339559
TC01000513.hg.1	DEM1	defects in morphology 1 homolog (S. cerevisiae)	64789
TC01000514.hg.1	ZNF684	zinc finger protein 684	127396
TC01000515.hg.1	NFYC	nuclear transcription factor Y, gamma	4802
TC01000516.hg.1	MIR30E	microRNA 30e	407034
TC01000517.hg.1	MIR30C1	microRNA 30c-1	407031
TC01000518.hg.1	KCNQ4	potassium voltage-gated channel, KQT-like subfamily, member 4	9132
TC01000519.hg.1	NA	NA	NA
TC01000520.hg.1	CTPS	CTP synthase	1503
TC01000521.hg.1	LOC100507178	uncharacterized LOC100507178	100507178
TC01000522.hg.1	NA	NA	NA
TC01000523.hg.1	NA	NA	NA
TC01000524.hg.1	NA	NA	NA
TC01000525.hg.1	GUCA2B	guanylate cyclase activator 2B (uroguanylin)	2981
TC01000526.hg.1	RIMKLA	ribosomal modification protein rimK-like family member A	284716
TC01000528.hg.1	NA	NA	NA
TC01000529.hg.1	PPIH	peptidylprolyl isomerase H (cyclophilin H)	10465
TC01000530.hg.1	NA	NA	NA
TC01000531.hg.1	YBX1	Y box binding protein 1	4904
TC01000532.hg.1	NA	NA	NA
TC01000533.hg.1	NA	NA	NA
TC01000534.hg.1	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	114625
TC01000535.hg.1	ZNF691	zinc finger protein 691	51058
TC01000536.hg.1	NA	NA	NA
TC01000537.hg.1	FLJ32224	uncharacterized LOC440584	440584
TC01000538.hg.1	NA	NA	NA
TC01000539.hg.1	FAM183A	family with sequence similarity 183, member A	440585
TC01000540.hg.1	WDR65	WD repeat domain 65	149465
TC01000541.hg.1	NA	NA	NA
TC01000542.hg.1	TMEM125	transmembrane protein 125	128218
TC01000543.hg.1	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	7075
TC01000544.hg.1	MPL	myeloproliferative leukemia virus oncogene	4352
TC01000545.hg.1	CDC20	cell division cycle 20 homolog (S. cerevisiae)	991
TC01000546.hg.1	NA	NA	NA
TC01000547.hg.1	SZT2	seizure threshold 2 homolog (mouse)	23334
TC01000548.hg.1	PTPRF	protein tyrosine phosphatase, receptor type, F	5792
TC01000549.hg.1	KDM4A	lysine (K)-specific demethylase 4A	9682
TC01000550.hg.1	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	6487
TC01000551.hg.1	NA	NA	NA
TC01000552.hg.1	ARTN	artemin	9048
TC01000553.hg.1	IPO13	importin 13	9670
TC01000554.hg.1	DPH2	DPH2 homolog (S. cerevisiae)	1802
TC01000555.hg.1	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	533
TC01000556.hg.1	B4GALT2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	8704
TC01000557.hg.1	CCDC24	coiled-coil domain containing 24	149473
TC01000559.hg.1	DMAP1	DNA methyltransferase 1 associated protein 1	55929
TC01000560.hg.1	NA	NA	NA
TC01000561.hg.1	RNF220	ring finger protein 220	55182
TC01000562.hg.1	C1orf228	chromosome 1 open reading frame 228	339541
TC01000563.hg.1	KIF2C	kinesin family member 2C	11004
TC01000564.hg.1	NA	NA	NA
TC01000565.hg.1	SNORD46	small nucleolar RNA, C/D box 46	94161
TC01000566.hg.1	PLK3	polo-like kinase 3	1263
TC01000567.hg.1	BTBD19	BTB (POZ) domain containing 19	149478
TC01000568.hg.1	NA	NA	NA
TC01000569.hg.1	UROD	uroporphyrinogen decarboxylase	7389
TC01000570.hg.1	LOC400752	uncharacterized LOC400752	400752
TC01000571.hg.1	HPDL	4-hydroxyphenylpyruvate dioxygenase-like	84842
TC01000572.hg.1	TOE1	target of EGR1, member 1 (nuclear)	114034
TC01000573.hg.1	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	25974
TC01000574.hg.1	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	10327
TC01000575.hg.1	NASP	nuclear autoantigenic sperm protein (histone-binding)	4678
TC01000576.hg.1	TMEM69	transmembrane protein 69	51249
TC01000577.hg.1	MAST2	microtubule associated serine/threonine kinase 2	23139
TC01000578.hg.1	NA	NA	NA
TC01000579.hg.1	NA	NA	NA
TC01000580.hg.1	TSPAN1	tetraspanin 1	10103
TC01000581.hg.1	C1orf190	chromosome 1 open reading frame 190	541468
TC01000582.hg.1	RAD54L	RAD54-like (S. cerevisiae)	8438
TC01000583.hg.1	NA	NA	NA
TC01000584.hg.1	NSUN4	NOP2/Sun domain family, member 4	387338
TC01000585.hg.1	FAAH	fatty acid amide hydrolase	2166
TC01000586.hg.1	LOC729041	fatty acid amide hydrolase pseudogene	729041
TC01000587.hg.1	NA	NA	NA
TC01000588.hg.1	DMBX1	diencephalon/mesencephalon homeobox 1	127343
TC01000589.hg.1	LOC100507423	uncharacterized LOC100507423	100507423
TC01000590.hg.1	ATPAF1-AS1	ATPAF1 antisense RNA 1 (non-protein coding)	374973
TC01000591.hg.1	LOC100130197	uncharacterized LOC100130197	100130197
TC01000592.hg.1	CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1	1580
TC01000593.hg.1	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1	260293
TC01000594.hg.1	CYP4Z1	cytochrome P450, family 4, subfamily Z, polypeptide 1	199974
TC01000595.hg.1	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	284541
TC01000596.hg.1	NA	NA	NA
TC01000597.hg.1	NA	NA	NA
TC01000598.hg.1	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	51727
TC01000599.hg.1	FOXE3	forkhead box E3	2301
TC01000600.hg.1	FOXD2	forkhead box D2	2306
TC01000601.hg.1	NA	NA	NA
TC01000602.hg.1	NA	NA	NA
TC01000603.hg.1	NA	NA	NA
TC01000604.hg.1	NA	NA	NA
TC01000605.hg.1	NA	NA	NA
TC01000606.hg.1	SLC5A9	solute carrier family 5 (sodium/glucose cotransporter), member 9	200010
TC01000607.hg.1	NA	NA	NA
TC01000608.hg.1	NA	NA	NA
TC01000609.hg.1	NA	NA	NA
TC01000610.hg.1	NA	NA	NA
TC01000611.hg.1	NA	NA	NA
TC01000612.hg.1	NA	NA	NA
TC01000613.hg.1	NA	NA	NA
TC01000614.hg.1	ELAVL4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)	1996
TC01000615.hg.1	NA	NA	NA
TC01000616.hg.1	NA	NA	NA
TC01000617.hg.1	NA	NA	NA
TC01000618.hg.1	NA	NA	NA
TC01000619.hg.1	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	1031
TC01000620.hg.1	C1orf185	chromosome 1 open reading frame 185	284546
TC01000621.hg.1	NA	NA	NA
TC01000622.hg.1	NA	NA	NA
TC01000623.hg.1	NA	NA	NA
TC01000624.hg.1	RNF11	ring finger protein 11	26994
TC01000625.hg.1	NA	NA	NA
TC01000626.hg.1	NA	NA	NA
TC01000627.hg.1	NA	NA	NA
TC01000628.hg.1	NA	NA	NA
TC01000629.hg.1	NA	NA	NA
TC01000630.hg.1	NA	NA	NA
TC01000631.hg.1	OSBPL9	oxysterol binding protein-like 9	114883
TC01000632.hg.1	NA	NA	NA
TC01000633.hg.1	NA	NA	NA
TC01000634.hg.1	NA	NA	NA
TC01000635.hg.1	NA	NA	NA
TC01000636.hg.1	NA	NA	NA
TC01000637.hg.1	NA	NA	NA
TC01000638.hg.1	BTF3L4	basic transcription factor 3-like 4	91408
TC01000639.hg.1	ZFYVE9	zinc finger, FYVE domain containing 9	9372
TC01000640.hg.1	NA	NA	NA
TC01000641.hg.1	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	84950
TC01000642.hg.1	NA	NA	NA
TC01000643.hg.1	GPX7	glutathione peroxidase 7	2882
TC01000644.hg.1	FAM159A	family with sequence similarity 159, member A	348378
TC01000645.hg.1	ZYG11B	zyg-11 homolog B (C. elegans)	79699
TC01000646.hg.1	NA	NA	NA
TC01000647.hg.1	ZYG11A	zyg-11 homolog A (C. elegans)	440590
TC01000648.hg.1	SCP2	sterol carrier protein 2	6342
TC01000649.hg.1	PODN	podocan	127435
TC01000650.hg.1	NA	NA	NA
TC01000651.hg.1	CPT2	carnitine palmitoyltransferase 2	1376
TC01000652.hg.1	LOC100507564	uncharacterized LOC100507564	100507564
TC01000653.hg.1	NA	NA	NA
TC01000654.hg.1	NA	NA	NA
TC01000655.hg.1	NA	NA	NA
TC01000656.hg.1	NA	NA	NA
TC01000657.hg.1	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1	63948
TC01000658.hg.1	DIO1	deiodinase, iodothyronine, type I	1733
TC01000659.hg.1	LRRC42	leucine rich repeat containing 42	115353
TC01000660.hg.1	NA	NA	NA
TC01000661.hg.1	NA	NA	NA
TC01000662.hg.1	NA	NA	NA
TC01000663.hg.1	MRPL37	mitochondrial ribosomal protein L37	51253
TC01000664.hg.1	NA	NA	NA
TC01000665.hg.1	NA	NA	NA
TC01000666.hg.1	NA	NA	NA
TC01000667.hg.1	NA	NA	NA
TC01000668.hg.1	ACOT11	acyl-CoA thioesterase 11	26027
TC01000670.hg.1	NA	NA	NA
TC01000671.hg.1	C1orf177	chromosome 1 open reading frame 177	163747
TC01000672.hg.1	NA	NA	NA
TC01000673.hg.1	TMEM61	transmembrane protein 61	199964
TC01000674.hg.1	BSND	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	7809
TC01000675.hg.1	PCSK9	proprotein convertase subtilisin/kexin type 9	255738
TC01000676.hg.1	LOC100507634	uncharacterized LOC100507634	100507634
TC01000677.hg.1	NA	NA	NA
TC01000678.hg.1	MIR4422	microRNA 4422	100616272
TC01000679.hg.1	NA	NA	NA
TC01000680.hg.1	NA	NA	NA
TC01000681.hg.1	NA	NA	NA
TC01000682.hg.1	NA	NA	NA
TC01000683.hg.1	NA	NA	NA
TC01000684.hg.1	NA	NA	NA
TC01000685.hg.1	PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	5563
TC01000686.hg.1	C8A	complement component 8, alpha polypeptide	731
TC01000687.hg.1	NA	NA	NA
TC01000688.hg.1	NA	NA	NA
TC01000689.hg.1	NA	NA	NA
TC01000690.hg.1	NA	NA	NA
TC01000691.hg.1	NA	NA	NA
TC01000692.hg.1	NA	NA	NA
TC01000693.hg.1	NA	NA	NA
TC01000694.hg.1	NA	NA	NA
TC01000695.hg.1	NA	NA	NA
TC01000696.hg.1	LOC100131060	uncharacterized LOC100131060	100131060
TC01000697.hg.1	NA	NA	NA
TC01000698.hg.1	FGGY	FGGY carbohydrate kinase domain containing	55277
TC01000699.hg.1	NA	NA	NA
TC01000700.hg.1	HOOK1	hook homolog 1 (Drosophila)	51361
TC01000701.hg.1	NA	NA	NA
TC01000702.hg.1	NFIA	nuclear factor I/A	4774
TC01000703.hg.1	INADL	InaD-like (Drosophila)	10207
TC01000704.hg.1	NA	NA	NA
TC01000705.hg.1	NA	NA	NA
TC01000706.hg.1	L1TD1	LINE-1 type transposase domain containing 1	54596
TC01000707.hg.1	USP1	ubiquitin specific peptidase 1	7398
TC01000708.hg.1	ANGPTL3	angiopoietin-like 3	27329
TC01000709.hg.1	LOC400756	uncharacterized LOC400756	400756
TC01000710.hg.1	ATG4C	ATG4 autophagy related 4 homolog C (S. cerevisiae)	84938
TC01000711.hg.1	NA	NA	NA
TC01000712.hg.1	NA	NA	NA
TC01000713.hg.1	NA	NA	NA
TC01000714.hg.1	NA	NA	NA
TC01000715.hg.1	NA	NA	NA
TC01000716.hg.1	FOXD3	forkhead box D3	27022
TC01000717.hg.1	NA	NA	NA
TC01000718.hg.1	NA	NA	NA
TC01000719.hg.1	ALG6	asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)	29929
TC01000720.hg.1	EFCAB7	EF-hand calcium binding domain 7	84455
TC01000721.hg.1	DLEU2L	deleted in lymphocytic leukemia 2-like	79469
TC01000722.hg.1	PGM1	phosphoglucomutase 1	5236
TC01000723.hg.1	ROR1	receptor tyrosine kinase-like orphan receptor 1	4919
TC01000724.hg.1	UBE2U	ubiquitin-conjugating enzyme E2U (putative)	148581
TC01000725.hg.1	CACHD1	cache domain containing 1	57685
TC01000726.hg.1	MIR4794	microRNA 4794	100616338
TC01000727.hg.1	RAVER2	ribonucleoprotein, PTB-binding 2	55225
TC01000728.hg.1	NA	NA	NA
TC01000729.hg.1	DNAJC6	DnaJ (Hsp40) homolog, subfamily C, member 6	9829
TC01000730.hg.1	NA	NA	NA
TC01000731.hg.1	NA	NA	NA
TC01000732.hg.1	NA	NA	NA
TC01000733.hg.1	PDE4B	phosphodiesterase 4B, cAMP-specific	5142
TC01000734.hg.1	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1	84251
TC01000735.hg.1	MIR3117	microRNA 3117	100422871
TC01000736.hg.1	TCTEX1D1	Tctex1 domain containing 1	200132
TC01000737.hg.1	NA	NA	NA
TC01000738.hg.1	MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)	57708
TC01000739.hg.1	IL23R	interleukin 23 receptor	149233
TC01000740.hg.1	NA	NA	NA
TC01000741.hg.1	IL12RB2	interleukin 12 receptor, beta 2	3595
TC01000742.hg.1	NA	NA	NA
TC01000743.hg.1	NA	NA	NA
TC01000744.hg.1	NA	NA	NA
TC01000745.hg.1	GADD45A	growth arrest and DNA-damage-inducible, alpha	1647
TC01000746.hg.1	LOC100289178	uncharacterized LOC100289178	100289178
TC01000748.hg.1	NA	NA	NA
TC01000749.hg.1	NA	NA	NA
TC01000750.hg.1	NA	NA	NA
TC01000751.hg.1	NA	NA	NA
TC01000752.hg.1	LRRC7	leucine rich repeat containing 7	57554
TC01000753.hg.1	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	5301
TC01000754.hg.1	LRRC7	leucine rich repeat containing 7	57554
TC01000755.hg.1	SRSF11	serine/arginine-rich splicing factor 11	9295
TC01000756.hg.1	HHLA3	HERV-H LTR-associating 3	11147
TC01000757.hg.1	CTH	cystathionase (cystathionine gamma-lyase)	1491
TC01000758.hg.1	NA	NA	NA
TC01000759.hg.1	NA	NA	NA
TC01000760.hg.1	LOC100132618	uncharacterized LOC100132618	100132618
TC01000761.hg.1	NA	NA	NA
TC01000762.hg.1	NA	NA	NA
TC01000763.hg.1	NA	NA	NA
TC01000764.hg.1	NA	NA	NA
TC01000765.hg.1	NA	NA	NA
TC01000766.hg.1	NA	NA	NA
TC01000767.hg.1	NA	NA	NA
TC01000768.hg.1	NA	NA	NA
TC01000769.hg.1	NA	NA	NA
TC01000770.hg.1	NA	NA	NA
TC01000771.hg.1	NA	NA	NA
TC01000772.hg.1	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	127253
TC01000773.hg.1	NA	NA	NA
TC01000774.hg.1	LHX8	LIM homeobox 8	431707
TC01000775.hg.1	NA	NA	NA
TC01000776.hg.1	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	34
TC01000777.hg.1	NA	NA	NA
TC01000778.hg.1	MSH4	mutS homolog 4 (E. coli)	4438
TC01000779.hg.1	NA	NA	NA
TC01000780.hg.1	NA	NA	NA
TC01000781.hg.1	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	256435
TC01000782.hg.1	NA	NA	NA
TC01000783.hg.1	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	81849
TC01000784.hg.1	NA	NA	NA
TC01000785.hg.1	AK5	adenylate kinase 5	26289
TC01000786.hg.1	NA	NA	NA
TC01000787.hg.1	NA	NA	NA
TC01000788.hg.1	FAM73A	family with sequence similarity 73, member A	374986
TC01000789.hg.1	NEXN	nexilin (F actin binding protein)	91624
TC01000791.hg.1	MGC27382	uncharacterized MGC27382	149047
TC01000792.hg.1	PTGFR	prostaglandin F receptor (FP)	5737
TC01000793.hg.1	NA	NA	NA
TC01000794.hg.1	IFI44L	interferon-induced protein 44-like	10964
TC01000795.hg.1	IFI44	interferon-induced protein 44	10561
TC01000796.hg.1	NA	NA	NA
TC01000797.hg.1	NA	NA	NA
TC01000798.hg.1	NA	NA	NA
TC01000799.hg.1	NA	NA	NA
TC01000800.hg.1	LPHN2	latrophilin 2	23266
TC01000801.hg.1	NA	NA	NA
TC01000802.hg.1	NA	NA	NA
TC01000803.hg.1	NA	NA	NA
TC01000804.hg.1	NA	NA	NA
TC01000805.hg.1	NA	NA	NA
TC01000806.hg.1	NA	NA	NA
TC01000807.hg.1	NA	NA	NA
TC01000808.hg.1	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	5567
TC01000809.hg.1	NA	NA	NA
TC01000810.hg.1	SAMD13	sterile alpha motif domain containing 13	148418
TC01000811.hg.1	DNASE2B	deoxyribonuclease II beta	58511
TC01000812.hg.1	RPF1	ribosome production factor 1 homolog (S. cerevisiae)	80135
TC01000813.hg.1	SPATA1	spermatogenesis associated 1	100505741
TC01000814.hg.1	WDR63	WD repeat domain 63	126820
TC01000815.hg.1	MIR4423	microRNA 4423	100616481
TC01000816.hg.1	NA	NA	NA
TC01000817.hg.1	LOC646626	uncharacterized LOC646626	646626
TC01000818.hg.1	CYR61	cysteine-rich, angiogenic inducer, 61	3491
TC01000819.hg.1	NA	NA	NA
TC01000820.hg.1	NA	NA	NA
TC01000821.hg.1	CLCA2	chloride channel accessory 2	9635
TC01000822.hg.1	CLCA1	chloride channel accessory 1	1179
TC01000823.hg.1	CLCA4	chloride channel accessory 4	22802
TC01000824.hg.1	NA	NA	NA
TC01000825.hg.1	CLCA3P	chloride channel accessory 3, pseudogene	9629
TC01000826.hg.1	SH3GLB1	SH3-domain GRB2-like endophilin B1	51100
TC01000827.hg.1	NA	NA	NA
TC01000828.hg.1	NA	NA	NA
TC01000829.hg.1	NA	NA	NA
TC01000830.hg.1	LMO4	LIM domain only 4	8543
TC01000831.hg.1	PKN2	protein kinase N2	5586
TC01000832.hg.1	NA	NA	NA
TC01000833.hg.1	NA	NA	NA
TC01000834.hg.1	NA	NA	NA
TC01000835.hg.1	GBP6	guanylate binding protein family, member 6	163351
TC01000836.hg.1	GBP1P1	guanylate binding protein 1, interferon-inducible pseudogene 1	400759
TC01000837.hg.1	LRRC8B	leucine rich repeat containing 8 family, member B	23507
TC01000838.hg.1	NA	NA	NA
TC01000839.hg.1	LRRC8C	leucine rich repeat containing 8 family, member C	84230
TC01000840.hg.1	NA	NA	NA
TC01000841.hg.1	LRRC8D	leucine rich repeat containing 8 family, member D	55144
TC01000842.hg.1	ZNF326	zinc finger protein 326	284695
TC01000843.hg.1	NA	NA	NA
TC01000844.hg.1	LOC100505840	uncharacterized LOC100505840	100505840
TC01000845.hg.1	NA	NA	NA
TC01000846.hg.1	CDC7	cell division cycle 7 homolog (S. cerevisiae)	8317
TC01000847.hg.1	HSP90B3P	heat shock protein 90kDa beta (Grp94), member 3, pseudogene	343477
TC01000848.hg.1	BRDT	bromodomain, testis-specific	676
TC01000849.hg.1	EPHX4	epoxide hydrolase 4	253152
TC01000850.hg.1	BTBD8	BTB (POZ) domain containing 8	284697
TC01000851.hg.1	KIAA1107	KIAA1107	23285
TC01000852.hg.1	C1orf146	chromosome 1 open reading frame 146	388649
TC01000853.hg.1	RPAP2	RNA polymerase II associated protein 2	79871
TC01000854.hg.1	NA	NA	NA
TC01000855.hg.1	NA	NA	NA
TC01000856.hg.1	NA	NA	NA
TC01000857.hg.1	NA	NA	NA
TC01000858.hg.1	NA	NA	NA
TC01000859.hg.1	MTF2	metal response element binding transcription factor 2	22823
TC01000860.hg.1	CCDC18	coiled-coil domain containing 18	343099
TC01000861.hg.1	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	1810
TC01000862.hg.1	NA	NA	NA
TC01000863.hg.1	FNBP1L	formin binding protein 1-like	54874
TC01000864.hg.1	LOC100129046	uncharacterized LOC100129046	100129046
TC01000865.hg.1	MIR760	microRNA 760	100126348
TC01000866.hg.1	NA	NA	NA
TC01000867.hg.1	NA	NA	NA
TC01000868.hg.1	NA	NA	NA
TC01000869.hg.1	NA	NA	NA
TC01000870.hg.1	NA	NA	NA
TC01000871.hg.1	LOC100505940	uncharacterized LOC100505940	100505940
TC01000872.hg.1	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	5825
TC01000873.hg.1	SLC44A3	solute carrier family 44, member 3	126969
TC01000874.hg.1	LOC729970	hCG2028352-like	729970
TC01000875.hg.1	NA	NA	NA
TC01000877.hg.1	NA	NA	NA
TC01000878.hg.1	FLJ31662	uncharacterized LOC440594	440594
TC01000879.hg.1	NA	NA	NA
TC01000880.hg.1	NA	NA	NA
TC01000881.hg.1	NA	NA	NA
TC01000882.hg.1	NA	NA	NA
TC01000883.hg.1	PTBP2	polypyrimidine tract binding protein 2	58155
TC01000884.hg.1	NA	NA	NA
TC01000885.hg.1	NA	NA	NA
TC01000886.hg.1	NA	NA	NA
TC01000887.hg.1	LOC729987	uncharacterized LOC729987	729987
TC01000888.hg.1	NA	NA	NA
TC01000889.hg.1	SNX7	sorting nexin 7	51375
TC01000890.hg.1	LOC100129620	uncharacterized LOC100129620	100129620
TC01000891.hg.1	LPPR4	lipid phosphate phosphatase-related protein type 4	9890
TC01000892.hg.1	NA	NA	NA
TC01000893.hg.1	NA	NA	NA
TC01000894.hg.1	NA	NA	NA
TC01000895.hg.1	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178
TC01000896.hg.1	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	23443
TC01000897.hg.1	NA	NA	NA
TC01000898.hg.1	HIAT1	hippocampus abundant transcript 1	64645
TC01000899.hg.1	CCDC76	coiled-coil domain containing 76	54482
TC01000900.hg.1	RTCD1	RNA terminal phosphate cyclase domain 1	8634
TC01000901.hg.1	MIR553	microRNA 553	693138
TC01000902.hg.1	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	8556
TC01000903.hg.1	GPR88	G protein-coupled receptor 88	54112
TC01000904.hg.1	VCAM1	vascular cell adhesion molecule 1	7412
TC01000905.hg.1	SLC30A7	solute carrier family 30 (zinc transporter), member 7	148867
TC01000906.hg.1	NA	NA	NA
TC01000907.hg.1	NA	NA	NA
TC01000908.hg.1	NA	NA	NA
TC01000909.hg.1	S1PR1	sphingosine-1-phosphate receptor 1	1901
TC01000910.hg.1	NA	NA	NA
TC01000911.hg.1	NA	NA	NA
TC01000912.hg.1	NA	NA	NA
TC01000913.hg.1	DNAJA1P5	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 5	94236
TC01000914.hg.1	NA	NA	NA
TC01000915.hg.1	NA	NA	NA
TC01000916.hg.1	NA	NA	NA
TC01000917.hg.1	NA	NA	NA
TC01000918.hg.1	AMY2A	amylase, alpha 2A (pancreatic)	279
TC01000919.hg.1	NA	NA	NA
TC01000920.hg.1	NA	NA	NA
TC01000921.hg.1	NA	NA	NA
TC01000922.hg.1	LOC100129138	THAP domain containing, apoptosis associated protein 3 pseudogene	100129138
TC01000923.hg.1	NA	NA	NA
TC01000924.hg.1	NA	NA	NA
TC01000925.hg.1	PRMT6	protein arginine methyltransferase 6	55170
TC01000926.hg.1	NTNG1	netrin G1	22854
TC01000927.hg.1	NA	NA	NA
TC01000928.hg.1	NA	NA	NA
TC01000930.hg.1	LOC400768	uncharacterized LOC400768	400768
TC01000931.hg.1	FAM102B	family with sequence similarity 102, member B	284611
TC01000932.hg.1	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	55119
TC01000933.hg.1	FNDC7	fibronectin type III domain containing 7	163479
TC01000934.hg.1	STXBP3	syntaxin binding protein 3	6814
TC01000935.hg.1	SRG7	spermatogenesis-related protein 7	642864
TC01000936.hg.1	GPSM2	G-protein signaling modulator 2	29899
TC01000937.hg.1	TMEM167B	transmembrane protein 167B	56900
TC01000938.hg.1	SCARNA2	small Cajal body-specific RNA 2	677766
TC01000939.hg.1	KIAA1324	KIAA1324	57535
TC01000940.hg.1	SARS	seryl-tRNA synthetase	6301
TC01000941.hg.1	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	1952
TC01000942.hg.1	NA	NA	NA
TC01000943.hg.1	SYPL2	synaptophysin-like 2	284612
TC01000944.hg.1	ATXN7L2	ataxin 7-like 2	127002
TC01000945.hg.1	CYB561D1	cytochrome b-561 domain containing 1	284613
TC01000946.hg.1	GPR61	G protein-coupled receptor 61	83873
TC01000947.hg.1	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	2773
TC01000948.hg.1	NA	NA	NA
TC01000949.hg.1	MIR197	microRNA 197	406974
TC01000950.hg.1	AMPD2	adenosine monophosphate deaminase 2	271
TC01000953.hg.1	GSTM5	glutathione S-transferase mu 5	2949
TC01000954.hg.1	NA	NA	NA
TC01000955.hg.1	CSF1	colony stimulating factor 1 (macrophage)	1435
TC01000956.hg.1	AHCYL1	adenosylhomocysteinase-like 1	10768
TC01000957.hg.1	FAM40A	family with sequence similarity 40, member A	85369
TC01000958.hg.1	NA	NA	NA
TC01000959.hg.1	NA	NA	NA
TC01000960.hg.1	UBL4B	ubiquitin-like 4B	164153
TC01000961.hg.1	SLC6A17	solute carrier family 6, member 17	388662
TC01000963.hg.1	NA	NA	NA
TC01000964.hg.1	RBM15	RNA binding motif protein 15	64783
TC01000965.hg.1	NA	NA	NA
TC01000966.hg.1	PROK1	prokineticin 1	84432
TC01000967.hg.1	CYMP	chymosin pseudogene	643160
TC01000968.hg.1	CD53	CD53 molecule	963
TC01000969.hg.1	NA	NA	NA
TC01000970.hg.1	NA	NA	NA
TC01000971.hg.1	CEPT1	choline/ethanolamine phosphotransferase 1	10390
TC01000972.hg.1	CHI3L2	chitinase 3-like 2	1117
TC01000973.hg.1	RP11-165H20.1	CHIA-like pseudogene	149620
TC01000974.hg.1	CHIA	chitinase, acidic	27159
TC01000975.hg.1	C1orf88	chromosome 1 open reading frame 88	128344
TC01000976.hg.1	NA	NA	NA
TC01000977.hg.1	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515
TC01000978.hg.1	C1orf162	chromosome 1 open reading frame 162	128346
TC01000979.hg.1	RAP1A	RAP1A, member of RAS oncogene family	5906
